Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
17876351360,"Mar 27, 2026, 12:03:20 PM",Zwift - VO2 Max 3x3,Virtual Ride,🗺️ Tempus Fugit in Watopia,2301,20.52,172.0,26,false,,,activities/18975888471.fit.gz,,9.0,2301.0,2301.0,20527.5,11.88,8.921,32.0,0.0,12.6,17.6,2.0,0.0,,,125.0,91.0,172.0,141.0,,111.0,244.0,,,26.0,,,,,,,,,127.0,2302.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.921,0.0,,,,,0.0,,46.0,85.0,,,,0.0,0.0,,,,0.0,,,,media/f2164aed-dcd9-4a73-a80c-4e38b25d767d.jpg|media/7509063c-8468-43c5-ab43-ca38151cacde.jpg|media/9a48ed70-aa07-4f86-9be9-802168028bb3.jpg|media/bf64c363-9824-4100-a39f-44a519c26aac.mp4
17868370222,"Mar 26, 2026, 5:35:18 PM",Zwift - Z2 Cadence Changes,Virtual Ride,🗺️ Tempus Fugit in Watopia,3025,25.86,141.0,10,false,,,activities/18967933849.fit.gz,,9.0,3025.0,3025.0,25862.7,10.9,8.55,39.0,0.0,12.6,17.6,2.3,0.0,,,125.0,93.0,141.0,123.0,,88.0,253.0,,,10.0,,,,,,,,,92.0,3026.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,0.0,,,,,0.0,,31.0,61.0,,,,0.0,0.0,,,,0.0,,,,media/5a292ac7-4d1b-4ed4-af8c-2abe7b3584c5.jpg|media/2dc77f7c-b71b-4472-a3dc-90f12044b9dc.jpg|media/c440e282-a560-4d52-a6c0-2763d30cd67b.mp4
17854340630,"Mar 25, 2026, 2:48:40 PM",Zwift - SST Bursts 6,Virtual Ride,🗺️ Tempus Fugit in Watopia,1820,16.61,164.0,26,false,,,activities/18953846228.fit.gz,,9.0,1820.0,1820.0,16609.0,11.98,9.126,26.0,0.0,12.6,17.6,2.1,0.0,,,127.0,91.0,164.0,144.0,,114.0,198.0,,,26.0,,,,,,,,,125.0,1821.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.126,0.0,,,,,0.0,,34.0,83.0,,,,0.0,0.0,,,,0.0,,,,media/9daadfb0-5c64-465b-83ea-cfbb8fa1a8c7.jpg|media/cdf3d551-d522-4565-bce2-afebdfee2261.jpg|media/0653ad29-0b9c-4565-8e36-39f24676f479.mp4
17841156716,"Mar 24, 2026, 2:18:23 PM",Zwift - Big Gear SST - 2 x 6,Virtual Ride,🗺️ Tempus Fugit in Watopia,1817,16.34,152.0,16,false,,,activities/18940614763.fit.gz,,9.0,1817.0,1817.0,16340.2,12.14,8.993,26.0,0.0,12.6,17.6,2.3,0.0,,,122.0,81.0,152.0,138.0,,110.0,190.0,,,16.0,,,,,,,,,117.0,1818.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.993,0.0,,,,,0.0,,30.0,78.0,,,,0.0,0.0,,,,0.0,,,,media/524b87a9-9ee6-4f87-85ee-cfaa398fb3d6.jpg|media/a9083158-1f44-48d2-9cb3-de44cd6e205e.jpg|media/81aaaef7-64ec-4d4f-8624-29863ea717ff.mp4
17818509910,"Mar 22, 2026, 10:22:02 AM",Lunch Ride,Ride,"423 Training Load
-- from COROS",20699,97.14,175.0,200,false,,Standert Triebwerk,activities/18917838783.fit.gz,,9.0,20699.0,16520.0,97141.0,9.9,5.88,318.0,302.0,11.0,43.0,16.5,0.0,,,,,175.0,144.0,,,2334.0,,15.0,200.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,4.693,6481.1,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/4F4C473D-6734-42D4-8A1E-9B82CC927B96.jpg|media/79C6444C-E168-44B3-BB3F-DA102136D0FB.jpg
17789904401,"Mar 20, 2026, 10:32:59 AM",Zwift - Threshold Development,Virtual Ride,🗺️ Tempus Fugit in Watopia,4466,39.81,166.0,54,false,,,activities/18888930216.fit.gz,,9.0,4466.0,4466.0,39814.2,11.68,8.915,59.0,0.0,12.6,17.6,2.4,0.0,,,124.0,85.0,166.0,141.0,,112.0,476.0,,,54.0,,,,,,,,,121.0,4467.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.915,0.0,,,,,0.0,,81.0,81.0,,,,0.0,0.0,,,,0.0,,,,media/99ed8b16-d3f6-46aa-bc5e-9369d373bef7.jpg|media/eade9ccd-ca37-464c-b389-bbb11ecaad48.jpg|media/0f90b639-dd13-4e4e-878d-b39476045a67.jpg|media/51d6df53-e76d-496f-bc18-d13dc1494d8b.mp4
17783383825,"Mar 19, 2026, 6:32:53 PM",Zwift - Foundation,Virtual Ride,🗺️ Tempus Fugit in Watopia,4278,37.82,149.0,20,false,,,activities/18882371191.fit.gz,,9.0,4278.0,4278.0,37824.4,11.28,8.842,59.0,0.0,12.6,17.6,2.1,0.0,,,127.0,92.0,149.0,130.0,,98.0,401.0,,,20.0,,,,,,,,,101.0,4279.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.842,0.0,,,,,0.0,,53.0,67.0,,,,0.0,0.0,,,,0.0,,,,media/027e78a2-dd6e-4963-9384-76a4ba2cfd2e.jpg|media/1364e79e-30c9-4192-9a36-a99b82047f03.jpg|media/795960ce-0f5a-4d65-9b74-b919fc99690e.mp4
17753364541,"Mar 17, 2026, 11:12:36 AM",HB to me - Threshold Development 🥳,Virtual Ride,🗺️ Tempus Fugit in Watopia,4699,42.95,173.0,93,false,,,activities/18852231451.fit.gz,,9.0,4699.0,4699.0,42949.5,12.4,9.14,65.0,0.0,12.6,17.6,2.3,0.0,,,124.0,91.0,173.0,153.0,,113.0,509.0,,,93.0,,,,,,,,,123.0,4700.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14,0.0,,,,,0.0,,87.0,82.0,,,,0.0,0.0,,,,0.0,,,,media/47641E0B-9E06-4982-981D-DC412D262D3E.mp4|media/D277A814-DA93-405F-8D6A-D215F05041CA.mp4
17744564044,"Mar 16, 2026, 4:42:33 PM",Zwift - Foundation,Virtual Ride,🗺️ Tempus Fugit in Watopia,3811,34.36,151.0,30,false,,,activities/18843420738.fit.gz,,9.0,3811.0,3811.0,34366.9,12.12,9.018,53.0,0.0,12.6,17.6,2.4,0.0,,,123.0,89.0,151.0,137.0,,102.0,371.0,,,30.0,,,,,,,,,108.0,3812.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.018,0.0,,,,,0.0,,54.0,72.0,,,,0.0,0.0,,,,0.0,,,,media/BF06E3DD-E88A-48D2-A7C8-514553757456.mp4|media/9ABB44FB-BB8B-4ABB-8600-1215F2112151.jpg
17719796706,"Mar 14, 2026, 9:53:45 AM",Morning Ride,Ride,"346 Training Load
-- from COROS",15394,65.57,179.0,178,false,,Standert Triebwerk,activities/18818413587.fit.gz,,9.0,15394.0,10461.0,65578.0,12.5,6.269,386.0,395.0,53.2,107.6,12.7,0.0,,,,,179.0,150.0,,,1496.0,,13.0,178.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,4.26,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17706231299,"Mar 13, 2026, 9:34:41 AM",Zwift - Threshold Development on Croissant in France,Virtual Ride,,3979,32.50,166.0,45,false,,,activities/18804760920.fit.gz,,9.0,3979.0,3979.0,32500.0,12.64,8.168,178.0,0.0,10.2,25.2,5.5,0.0,,,122.0,84.0,166.0,140.0,,112.0,424.0,,,45.0,,,,,,,,,121.0,3980.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.168,0.0,,,,,0.0,,72.0,81.0,,,,0.0,0.0,,,,0.0,,,,media/7c1ecf36-7fbf-4e55-b62d-d39f0edce4c8.jpg|media/af290a0e-7e84-4dd1-8c19-c91876615d13.jpg|media/1f862705-91b2-429c-ac4f-862ac60daba6.jpg|media/91130ff8-4779-45c1-ad7f-ce0487247b7d.mp4
17695628165,"Mar 12, 2026, 10:27:08 AM",Zwift - Foundation,Virtual Ride,🗺️ Beach Island Loop in Watopia,4276,34.13,155.0,33,false,,,activities/18794108531.fit.gz,,9.0,4276.0,4276.0,34133.8,13.52,7.983,134.0,0.0,-6.2,15.6,5.8,0.0,,,123.0,91.0,155.0,136.0,,98.0,402.0,,,33.0,,,,,,,,,101.0,4277.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.983,0.0,,,,,0.0,,53.0,67.0,,,,0.0,0.0,,,,0.0,,,,media/fd6df6a9-76f6-4584-bfa2-6b118c9f9988.jpg|media/fe09b3d5-8ec4-4b11-a91d-c9347e989d63.jpg|media/46820d46-2192-4c09-be2b-3927c4991e66.mp4
17683832195,"Mar 11, 2026, 10:30:08 AM",Zwift - Threshold Development,Virtual Ride,🗺️ Tempus Fugit in Watopia,4504,39.08,166.0,51,false,,,activities/18782258407.fit.gz,,9.0,4504.0,4420.0,39086.3,11.22,8.843,59.0,0.0,12.6,17.6,2.3,0.0,,,125.0,91.0,166.0,142.0,,112.0,472.0,,,51.0,,,,,,,,,121.0,4505.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.678,0.0,,,,,0.0,,81.0,81.0,,,,0.0,0.0,,,,0.0,,,,media/a30080d5-2ad5-4747-9298-2079de8fee32.jpg|media/6fd0dd2e-9ec4-427c-9a52-0c1b92a87de7.jpg|media/db869494-bd0c-4706-8df5-8e705a384b79.mp4
17674842805,"Mar 10, 2026, 4:25:18 PM",Zwift - Foundation,Virtual Ride,🗺️ Tempus Fugit in Watopia,3400,30.10,158.0,45,false,,,activities/18773252141.fit.gz,,9.0,3400.0,3328.0,30105.9,12.04,9.046,46.0,0.0,12.6,17.6,2.4,0.0,,,122.0,90.0,158.0,144.0,,104.0,330.0,,,45.0,,,,,,,,,108.0,3401.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.855,0.0,,,,,0.0,,48.0,72.0,,,,0.0,0.0,,,,0.0,,,,media/d5ee0ec4-4663-4e36-a64a-877b48dcbb64.jpg|media/c4ade337-645f-479d-8ed4-a7f086f4ab12.jpg|media/aba96129-2488-4a41-8d79-5735a1534e56.mp4
17650662601,"Mar 8, 2026, 3:37:36 PM",Afternoon Ride,Ride,"24 Training Load
-- from COROS",1035,4.16,171.0,12,false,,Standert Triebwerk,activities/18748907167.fit.gz,,9.0,1035.0,720.0,4164.5,9.4,5.784,8.0,9.0,43.6,46.8,7.7,0.0,,,,,171.0,149.0,,,107.0,,18.0,12.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,4.024,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17648756551,"Mar 8, 2026, 1:28:33 PM",Afternoon Ride,Ride,"11 Training Load
-- from COROS",789,2.58,148.0,3,false,,Standert Triebwerk,activities/18746980296.fit.gz,,9.0,789.0,609.0,2580.6,6.9,4.237,5.0,8.0,69.0,72.6,4.0,-0.1,,,,,148.0,136.0,,,75.0,,20.0,3.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,3.271,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
17647945053,"Mar 8, 2026, 9:10:47 AM",Morning Ride,Ride,"390 Training Load
-- from COROS",12931,48.70,187.0,242,false,,Standert Triebwerk,activities/18746156914.fit.gz,,9.0,12931.0,7093.0,48701.0,11.2,6.866,188.0,167.0,36.0,73.4,13.3,0.0,,,,,187.0,166.0,,,1197.0,,14.0,242.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,3.766,181.0,,,,,0.0,,,,,,,,,,,,,,,,""
17623159173,"Mar 6, 2026, 10:26:01 AM",Zwift - Tempo on Greater London Flat in London,Virtual Ride,,3589,30.30,168.0,51,false,,,activities/18721118277.fit.gz,,9.0,3589.0,3589.0,30299.0,12.66,8.442,122.0,0.0,11.2,31.4,4.8,0.0,,,123.0,91.0,168.0,144.0,,113.0,386.0,,,51.0,,,,,,,,,121.0,3590.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.442,0.0,,,,,0.0,,65.0,81.0,,,,0.0,0.0,,,,0.0,,,,media/7892d9d3-4718-4bd1-b0a6-037ce931a1c5.jpg|media/276cc90f-b1bb-4a25-afbd-945edc4daeae.jpg|media/3bead6bc-f62a-4041-a798-3df83f29d063.jpg|media/4f8892b1-04aa-4da9-a5c3-88b35fc08217.mp4
17614352791,"Mar 5, 2026, 2:36:06 PM",Zwift - Foundation,Virtual Ride,🗺️ Tempus Fugit in Watopia,4278,36.23,156.0,37,false,,,activities/18712278921.fit.gz,,9.0,4278.0,4278.0,36233.2,10.92,8.47,57.0,0.0,12.6,17.6,2.2,0.0,,,124.0,90.0,156.0,138.0,,99.0,402.0,,,37.0,,,,,,,,,101.0,4279.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47,0.0,,,,,0.0,,53.0,67.0,,,,0.0,0.0,,,,0.0,,,,media/e03ce67e-3f57-4b00-b176-d2a15c1e2620.jpg|media/b70bd785-8f5d-4872-bdc6-010621e25646.jpg|media/eb599ec6-bba0-4778-86ea-77492f71d697.jpg|media/f67ca7a9-9072-407b-aa37-f519cbbd1d89.mp4
17590316251,"Mar 3, 2026, 4:09:21 PM",Zwift - Intermittent,Virtual Ride,🗺️ Flat Route in Watopia,3747,31.72,165.0,44,false,,,activities/18688221597.fit.gz,,9.0,3747.0,3747.0,31722.8,13.28,8.466,184.0,0.0,-6.2,23.0,6.7,0.0,,,124.0,89.0,165.0,142.0,,105.0,374.0,,,44.0,,,,,,,,,112.0,3748.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.466,0.0,,,,,0.0,,58.0,75.0,,,,0.0,0.0,,,,0.0,,,,media/b3231308-51c6-4543-968d-da5df579a96d.jpg|media/9ec463f4-a0a9-4aaa-bbfd-481b41ed3d31.jpg|media/28069bc2-dea1-48a3-ae61-76360666d86f.jpg|media/10fee8d2-835b-4add-a1dd-7d57ab84ef5c.mp4
17578008379,"Mar 2, 2026, 4:14:46 PM",Zwift - Foundation,Virtual Ride,🗺️ Greater London Flat in London,3975,31.81,151.0,26,false,,,activities/18675869594.fit.gz,,9.0,3975.0,3975.0,31815.4,12.5,8.004,134.0,0.0,11.2,31.4,5.0,0.0,,,123.0,91.0,151.0,134.0,,100.0,379.0,,,26.0,,,,,,,,,103.0,3976.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.004,0.0,,,,,0.0,,52.0,69.0,,,,0.0,0.0,,,,0.0,,,,media/cea3f7a5-b214-4d76-b208-04a6a1e7beb5.jpg|media/35f296bc-ee10-42b7-89d8-923a7bb4078a.jpg|media/9ee30d58-2621-46e6-b635-f856e2a086f3.jpg|media/7559a768-29d5-4f94-b644-a4f277aa6252.mp4
17566612356,"Mar 1, 2026, 10:15:33 AM",Lunch Ride,Ride,"469 Training Load
-- from COROS",17799,71.25,182.0,283,false,,Standert Triebwerk,activities/18664375546.fit.gz,,9.0,17799.0,11588.0,71250.0,12.2,6.149,355.0,350.0,32.2,87.6,14.5,0.0,,,,,182.0,157.0,,,1774.0,,11.0,283.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,4.003,2280.5,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/D21362EE-3BCA-497D-8BFF-45F751A4FA6B.jpg|media/C3959CDE-1FB6-4AC9-A78D-9C96C067B9DB.jpg|media/11A708B2-A91C-4893-BEA6-D657FDF90900.jpg|media/E2E2E3AE-98D3-48AE-89F7-9B83F005508A.jpg
17543724581,"Feb 27, 2026, 4:10:19 PM",Zwift - Tempo on Beach Island Loop in Watopia,Virtual Ride,,5182,42.27,163.0,77,false,,,activities/18641262319.fit.gz,,9.0,5182.0,5182.0,42273.2,14.16,8.158,163.0,0.0,-6.2,15.6,5.7,0.0,,,125.0,90.0,163.0,146.0,,103.0,511.0,,,77.0,,,,,,,,,111.0,5183.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.158,0.0,,,,,0.0,,78.0,74.0,,,,0.0,0.0,,,,0.0,,,,media/952ec8f8-6743-4b05-8bd2-b8dd4f145aa6.jpg|media/d556695d-aab0-48c1-a78f-96b49d1338dc.jpg|media/aab7fca1-6f1a-4d38-a93a-37fc8017d150.mp4
17527985505,"Feb 26, 2026, 9:27:06 AM",Zwift - Foundation on The Fan Flats in Richmond,Virtual Ride,,3253,25.70,161.0,49,false,,,activities/18625457492.fit.gz,,9.0,3253.0,3253.0,25708.5,12.2,7.903,104.0,0.0,51.6,64.6,5.5,0.0,,,126.0,94.0,161.0,146.0,,99.0,306.0,,,49.0,,,,,,,,,102.0,3254.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.903,0.0,,,,,0.0,,41.0,68.0,,,,0.0,0.0,,,,0.0,,,,media/c40e6061-e621-45d2-a3bc-83dd2e7d8266.jpg|media/cdd7bbab-1f18-476d-af14-54d10edfc187.jpg|media/1bb6f314-4af3-43ff-8332-3bbf7c5cbc49.jpg|media/dd371bbf-8af7-4805-b823-0474c33caa0e.mp4
17506891527,"Feb 24, 2026, 2:38:58 PM",Zwift - Strength on Volcano Flat in Watopia,Virtual Ride,,4164,32.10,152.0,18,false,,,activities/18604301887.fit.gz,,9.0,4164.0,4164.0,32102.0,12.18,7.709,133.0,0.0,-6.2,20.0,6.7,0.0,,,124.0,88.0,152.0,129.0,,88.0,352.0,,,18.0,,,,,,,,,93.0,4165.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.709,0.0,,,,,0.0,,44.0,62.0,,,,0.0,0.0,,,,0.0,,,,media/73686147-7b3b-4cfa-bdaa-29ab8195e730.jpg|media/1c9f3330-c7e3-4748-9fa2-730df042000f.jpg|media/1d01f41a-d77d-4481-8efa-8b95dd725c21.mp4
17495410653,"Feb 23, 2026, 3:12:02 PM",Zwift - Foundation on Queen's Highway in Yorkshire,Virtual Ride,,3248,23.06,146.0,24,false,,,activities/18592787512.fit.gz,,9.0,3248.0,3248.0,23064.9,15.12,7.101,316.0,0.0,102.8,133.0,16.7,0.0,,,125.0,93.0,146.0,135.0,,98.0,305.0,,,24.0,,,,,,,,,101.0,3249.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.101,0.0,,,,,0.0,,40.0,67.0,,,,0.0,0.0,,,,0.0,,,,media/62f3a8d8-c988-43f3-bf9c-610aa10ce8e9.jpg|media/5e413f19-bb8c-49a0-9511-7d72b2092604.jpg|media/ea250ac8-7d7b-4c95-b41b-d3204b2d55b5.jpg|media/586f61b0-130d-4b37-a804-b8dd93d947f0.mp4
17471662131,"Feb 21, 2026, 12:12:00 PM",Zwift - Active Recovery on Tempus Fugit in Watopia,Virtual Ride,,2662,22.25,148.0,17,false,,,activities/18568872860.fit.gz,,9.0,2662.0,2662.0,22253.2,10.56,8.36,33.0,0.0,12.6,17.6,2.5,0.0,,,123.0,91.0,148.0,136.0,,86.0,219.0,,,17.0,,,,,,,,,89.0,2663.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36,0.0,,,,,0.0,,25.0,59.0,,,,0.0,0.0,,,,0.0,,,,media/b824fd97-cb5d-4dfb-becb-7dcf1795598b.jpg|media/b51e4f2d-6bd9-47aa-800d-b2de0deeadd1.jpg|media/fd7b5d59-9312-4d87-ac17-0b55b9e6b241.mp4
17452730303,"Feb 19, 2026, 4:37:44 PM",Zwift - Tempo on Volcano Flat in Watopia,Virtual Ride,,4936,41.68,168.0,71,false,,,activities/18549872715.fit.gz,,9.0,4936.0,4936.0,41682.4,13.6,8.445,162.0,0.0,-6.2,20.0,6.6,0.0,,,120.0,87.0,168.0,133.0,,104.0,488.0,,,71.0,,,,,,,,,111.0,4937.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445,0.0,,,,,0.0,,75.0,74.0,,,,0.0,0.0,,,,0.0,,,,media/ba94ffab-826f-4ebf-a59e-4c8e66df9dd6.jpg|media/cd279519-0012-488d-bb52-4f78e4163c40.jpg|media/08416556-4a7f-42e4-88a4-ff6b95aaf11f.jpg|media/bef4f39b-ba73-4bdf-963c-d55576fb8e84.mp4
17441221549,"Feb 18, 2026, 4:11:09 PM",Zwift - Foundation on Volcano Flat in Watopia,Virtual Ride,,3489,28.70,162.0,56,false,,,activities/18538336858.fit.gz,,9.0,3489.0,3489.0,28708.6,13.24,8.228,109.0,0.0,-6.2,20.0,50.0,0.0,,,122.0,92.0,162.0,147.0,,97.0,324.0,,,56.0,,,,,,,,,100.0,3490.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.228,0.0,,,,,0.0,,43.0,67.0,,,,0.0,0.0,,,,0.0,,,,media/109d98cc-f9ba-4ea5-ae9d-d833ab4587af.jpg|media/8825e062-d65e-47a4-8bba-3499d35d40b9.jpg|media/79fa75d0-6b07-4374-8f70-b4357b3d100e.mp4
17416016517,"Feb 16, 2026, 12:56:49 PM",Zwift - Strength on Tempus Fugit in Watopia,Virtual Ride,,3509,28.37,157.0,15,false,,,activities/18513049672.fit.gz,,9.0,3509.0,3509.0,28371.7,11.48,8.085,45.0,0.0,12.6,17.6,2.2,0.0,,,123.0,86.0,157.0,127.0,,89.0,297.0,,,15.0,,,,,,,,,94.0,3510.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.085,0.0,,,,,0.0,,38.0,63.0,,,,0.0,0.0,,,,0.0,,,,media/ece80a7e-9d39-4dda-a281-cbad801e703b.jpg|media/7332fd32-42cf-43f1-86b6-e21672d7639e.jpg|media/5354fbc3-cb73-4966-a08e-90fdb3d44f08.mp4
17404422774,"Feb 15, 2026, 10:40:15 AM",Zwift - Foundation on Flat Route in Watopia,Virtual Ride,,3196,25.74,156.0,29,false,,,activities/18501379873.fit.gz,,9.0,3196.0,3196.0,25745.0,13.24,8.055,134.0,0.0,-6.2,23.0,7.3,0.0,,,125.0,85.0,156.0,138.0,,96.0,292.0,,,29.0,,,,,,,,,99.0,3197.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,0.0,,,,,0.0,,38.0,66.0,,,,0.0,0.0,,,,0.0,,,,media/28e66939-1f35-4764-adbc-fdd10351627a.jpg|media/084ff05c-b4bc-41ea-8a31-ad6b4ed19a4a.jpg|media/40a69e95-dd1d-4127-8094-4c98217bc284.jpg|media/9792075e-a844-4076-a156-81b48b0b4d3c.mp4
17385468976,"Feb 13, 2026, 3:08:51 PM",Zwift - Tempo on Sand And Sequoias in Watopia,Virtual Ride,,4030,33.13,163.0,78,false,,,activities/18482285464.fit.gz,,9.0,4030.0,4030.0,33136.4,14.88,8.222,243.0,0.0,11.2,82.6,9.3,0.1,,,123.0,84.0,163.0,151.0,,105.0,405.0,,,78.0,,,,,,,,,111.0,4031.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.222,0.0,,,,,0.0,,61.0,74.0,,,,0.0,0.0,,,,0.0,,,,media/3474a9c7-3345-4771-a37e-edb82ce0b91b.jpg|media/67f9109a-94cc-4b14-916c-e075fb781ba1.jpg|media/e254d38c-064d-4599-b402-33294907f656.jpg|media/7be52652-3edc-4721-bbb6-2003ef1bb09b.mp4
17375252139,"Feb 12, 2026, 4:12:35 PM",Zwift - Foundation on Tempus Fugit in Watopia,Virtual Ride,,2902,25.18,161.0,37,false,,,activities/18472061251.fit.gz,,9.0,2902.0,2902.0,25182.6,11.32,8.678,39.0,0.0,12.6,17.6,2.2,0.0,,,127.0,85.0,161.0,144.0,,94.0,260.0,,,37.0,,,,,,,,,98.0,2903.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.678,0.0,,,,,0.0,,34.0,65.0,,,,0.0,0.0,,,,0.0,,,,media/94505c67-1b9b-4612-aace-4fa820d3b302.jpg|media/0e539d13-c26a-4927-8e9d-eb4242c0344f.jpg|media/6478a3ec-4ddd-4ce5-bad0-d9e08b7e1ccb.jpg|media/b5b10795-5398-4f29-9d03-79f3afdcdfa2.mp4
17352714245,"Feb 10, 2026, 4:13:15 PM",Zwift - Strength on Volcano Flat in Watopia,Virtual Ride,,3272,25.57,156.0,18,false,,,activities/18449448501.fit.gz,,9.0,3272.0,3272.0,25577.0,13.52,7.817,100.0,0.0,-6.2,20.0,6.9,0.0,,,121.0,87.0,156.0,133.0,,86.0,268.0,,,18.0,,,,,,,,,90.0,3273.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.817,0.0,,,,,0.0,,32.0,60.0,,,,0.0,0.0,,,,0.0,,,,media/53afa760-8d12-4657-a8c9-743e34b46cd3.jpg|media/c9996a5c-0b3b-4a23-891f-fcf20473761b.jpg|media/5e8125aa-2814-486a-a62b-e951296566d5.mp4
17341413165,"Feb 9, 2026, 4:53:32 PM",Zwift - Foundation on Croissant in France,Virtual Ride,,2908,21.89,160.0,32,false,,,activities/18438116092.fit.gz,,9.0,2908.0,2908.0,21897.7,11.8,7.53,120.0,0.0,10.2,25.2,5.8,0.0,,,124.0,82.0,160.0,141.0,,90.0,251.0,,,32.0,,,,,,,,,95.0,2909.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,0.0,,,,,0.0,,32.0,63.0,,,,0.0,0.0,,,,0.0,,,,media/a0deba3f-fafe-4f5a-9030-59d3b21d2b05.jpg|media/001bb10f-8349-4adf-951a-0215831e86d8.jpg|media/e442a306-6501-458f-ae50-bba95478b612.jpg|media/317b2293-c6c2-462c-96fb-bd75ff41c836.mp4
